@RELATION expat-generated-output
@ATTRIBUTE "sentence" STRING
@ATTRIBUTE "geosig" NUMERIC
@ATTRIBUTE "spatial" NUMERIC
@ATTRIBUTE "geospatial" NUMERIC
@ATTRIBUTE "abstracted" STRING
@ATTRIBUTE "sverb qual geoentity simple" NUMERIC
@ATTRIBUTE "sverb qual geoentity" NUMERIC
@ATTRIBUTE "sverb qual rel geoentity complex" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-1" NUMERIC
@ATTRIBUTE "sverb qual rel non-spatial-2" NUMERIC
@ATTRIBUTE "sverb to dir" NUMERIC
@ATTRIBUTE "svs lcs rel geo-entity" NUMERIC
@ATTRIBUTE "svs lcs rel non-geo-entity" NUMERIC
@ATTRIBUTE "svs nn geonoun" NUMERIC
@ATTRIBUTE "svs geonoun" NUMERIC
@ATTRIBUTE "svs geonoun dir" NUMERIC
@ATTRIBUTE "svs noun noun" NUMERIC
@ATTRIBUTE "lcs" NUMERIC
@ATTRIBUTE "spatialverb" NUMERIC
@ATTRIBUTE "noun" NUMERIC
@ATTRIBUTE "dir" NUMERIC
@ATTRIBUTE "qtf" NUMERIC
@ATTRIBUTE "person" NUMERIC
@ATTRIBUTE "location" NUMERIC
@ATTRIBUTE "misc" NUMERIC
@ATTRIBUTE "org" NUMERIC
@ATTRIBUTE "gnn" NUMERIC
@DATA
"The monarch ruled Congo as a private estate nearly 80 times bigger than his European homeland from 1885 until a year before his death in 1909; his double-l motif is embossed on almost every wall and above many an alcove.",1,1,1,"NOUN ruled LOCATION as GNN nearly QTF NOUN bigger than NOUN from 1885 until a year before NOUN in 1909 ; NOUN is embossed on almost GNN above many NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,2
"Short of knocking the entire edifice flat, the museum’s current regime, run since 2001 by Guido Gryseels, a 66-year-old agricultural expert, has spent the past five years behind closed doors seeking to put a modern imprint on an irredeemably archaic structure.",0,0,0,"QTF of knocking NOUN flat , GNN 's current NOUN , SVB since 2001 by PERSON , a 66-year-old agricultural NOUN , has spent the past QTF years behind closed NOUN seeking to put NOUN on an irredeemably GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,0,0,0,2
"A glass oblong now encases a new entrance, restaurant, conference hall and auditorium a stone’s throw from the main building, to which it is connected by an underground tunnel-cum-gallery painted in bright white that hosts a huge dug-out canoe carved out of a single tree.",1,1,1,"GNN NOUN now encases GNN NOUN NOUN 's throw from GNN to which it is connected by an underground tunnel-cum-gallery painted in bright white that NOUN NOUN carved out of GNN",0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,4
"On the other side of the main palace, a separate pavilion, a century old, still houses a library holding the archive of Henry Morton Stanley, the Victorian explorer commissioned by Leopold to advance the king’s imperial interests ahead of his European rivals.",1,1,1,"On GNN of GNN NOUN a century old , SVB GNN SVB GNN of PERSON , MISC explorer commissioned by PERSON to SVB the king 's NOUN ahead of NOUN",2,0,2,0,0,0,0,0,1,2,0,0,0,3,3,0,0,2,0,1,0,4
"Late-19th-century maps of the Congo are encrusted on the walls, along with an honorific granite mural naming 1,600 Belgians who died on service for the king during his quarter-century of predation.",1,1,0,"NOUN of LOCATION are encrusted on GNN along with NOUN naming QTF MISC who died on GNN for the king during NOUN of NOUN .",0,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,1,0,1,1,0,2
"A central rotunda still contains four famously controversial statues depicting white men clad in gold-painted raiment in arrogantly paternalistic postures.",1,1,1,"LCS SVB QTF famously NOUN depicting NOUN clad in NOUN in arrogantly NOUN",0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,0
"Just as controversially, a gallery devoted to natural resources asks, in Mr Gryseels’s words, “why, if Africa is so rich, is it still so poor?”",1,0,0,"Just as controversially , GNN devoted to NOUN asks , in NOUN PERSON 's NOUN , `` why , if LOCATION is so rich , is it still so poor ? ''",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1
"Belgium took longer than other European powers fully to acknowledge the dark legacy of colonialism. ",0,0,0,"LOCATION took longer than NOUN fully to acknowledge NOUN of GNN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,1
"A third of white Belgians are thought to have family or business links to Congo or the other two former Belgian dependencies, Rwanda and Burundi.",1,1,1,"A third of white MISC are thought to have NOUN to LOCATION or QTF NOUN LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,0,0
"In particular, it points out that since Congo became independent in 1960 it has suffered under almost unparalleled misrule and misery.",1,0,0,"In particular , it points out that since LOCATION became independent in 1960 it has suffered under almost NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Representatives of the diaspora have advised the museum on the revamp.",0,0,0,"NOUN of NOUN have advised GNN on the revamp .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"Contemporary as well as ancient ethnic Congolese art is handsomely displayed.",0,0,0,"NOUN as well as NOUN is handsomely displayed .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Still, some diaspora voices say that they have been ignored",0,0,0,"Still , NOUN say that they have been ignored",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"African activists calling for mass restitution tend to affirm that virtually all art brought from Africa in the colonial era was acquired immorally.",1,1,1,"NOUN calling for NOUN tend to affirm that virtually NOUN brought from LOCATION in GNN NOUN was acquired immorally .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,1,0,0,1
"Nor is it clear to whom the artefacts should be returned. ",0,1,0,"Nor is it clear to whom NOUN SVB .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"The long-held theory about Guinness is that it doesn't travel well.",0,0,0,"NOUN about ORG is that it SVB .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"It's a thing of incredible beauty in Dublin where it is brewed, but stick it on a boat to the New World and by the time it arrives, the structure has collapsed, the flavour has shifted and there is nothing to marvel at.",1,1,1,"It 's NOUN of NOUN in LOCATION where it is brewed , but SVB it on GNN to MISC and by NOUN it SVB , GNN SVB , NOUN SVB and there is NOUN to marvel at .",0,0,0,0,0,0,0,0,1,2,0,0,0,4,5,0,0,0,1,1,0,2
"Still, it keeps being sent over and no matter its reputation, people will pay over the odds for it.",0,1,0,"Still , it keeps being sent over and NOUN NOUN will pay over NOUN for it .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Which, in case anyone hasn't worked out where this is going, is a similar story to what happens with high profile All Blacks.",0,0,0,"Which , in NOUN has n't worked out where this SVB , is NOUN to what happens with NOUN ORG .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0
"There has been a procession of world class All Blacks who have headed offshore in the last decade.",1,1,1,"There has been NOUN of GNN NOUN NOUN who have headed offshore in the last decade .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1
"Clubs on the other side of the world have broken the bank to buy them, convinced that the pass and catch qualities they so effortlessly display in New Zealand, will bring victories and titles.",1,1,1,"GNN on GNN of GNN have broken GNN to buy them , convinced that NOUN catch NOUN they so effortlessly display in LOCATION , will bring NOUN",0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,1,0,0,4
"And yet here we are, 20-plus years into professionalism and there are few success stories of All Blacks being transforming agents at foreign clubs.",0,0,0,"And yet here we are , 20-plus years into NOUN and there are NOUN of NOUN being transforming NOUN at GNN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,1
"Plenty of clubs have forked out more than they could afford on players who, much like the Guinness, haven't traveled well.",0,0,0,"NOUN of GNN have forked out more than they could afford on NOUN who , much like NOUN SVB .",0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1
"And much like Guinness, there seems to be no prospect of demand shifting to reflect reality.",0,0,0,"And much like NOUN , there seems to be NOUN of NOUN shifting to reflect NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"They won a coveted Top 14 title in Carter's second year and also made the European Cup final twice, although lost in both.",0,0,0,"They won LCS QTF NOUN in PERSON 's second year and also made the European MISC final twice , although lost in both .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
"The fact they were nowhere near winning either competition prior to Carter's arrival suggests the investment was wise.",0,0,0,"NOUN they were nowhere near winning NOUN prior to PERSON 's NOUN suggests NOUN was wise .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
"The Opposition says Auckland Transport's plan to reduce the speed limits in the city's CBD is an over-reaction and anti-car zealotry.",0,1,0,"ORG says ORG 's NOUN to reduce NOUN in GNN 's MISC is NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,2,1
"The Automobile Association (AA) is also opposed to the plan, which would see the speed limit in Auckland's CBD dropped to 30km/h.",1,1,0,"The Automobile NOUN is also opposed to NOUN which would see NOUN in LOCATION 's NOUN SVB to 30km/h .",0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,1,0,0,0
"Auckland Transport (AT) yesterday approved the draft speed limits bylaw which would see speed limits reduced on 10 per cent of Auckland roads.",1,1,1,"ORG NOUN yesterday approved NOUN limits NOUN which would see NOUN reduced on QTF per NOUN of LOCATION GNN .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,1,0,1,0,1,1
"If the proposal is adopted, speed limits in the city centre, some town centres and approximately 770km of high-risk rural and urban roads around the region would be dropped.",1,1,1,"If NOUN is adopted , speed NOUN in GNN , GNN and approximately QTF NOUN of GNN around GNN SVB .",0,0,0,0,0,0,0,0,2,3,0,0,0,1,3,0,1,0,0,0,0,4
"He said the plan would mean a 40 per cent speed reduction in major Auckland roads, such as Hobson and Nelson street.",1,0,0,"He said NOUN would mean a QTF per NOUN in major LOCATION GNN , such as PERSON and PERSON GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2
"But Goldsmith said this argument is hard to understand, given cars have never been safer than they are now.",0,0,0,"But PERSON said NOUN is hard to GNN have never been safer than they are now .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"He said these include the enforcement of current rules around drink driving, red-light running, drivers distracted by cell-phones, not wearing seatbelts, driving under the influence of drugs and exceeding current speed limits",0,0,0,"He said these SVB NOUN of current NOUN around NOUN GNN NOUN distracted by NOUN , NOUN , SVB under NOUN of drugs and exceeding current NOUN",0,1,0,2,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,1
"AT is now asking for public submissions on its speed reduction plan.",0,0,0,"AT is now asking for NOUN on NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Any proposed speed limit changes would come into effect later in 2019 following consultation in February and March, and adoption of the bylaw.",0,0,0,"Any proposed NOUN SVB into NOUN later in 2019 following NOUN in NOUN of NOUN",0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
"Air New Zealand engineering staff have voted to strike for three days.",0,0,0,"NOUN LOCATION NOUN have voted to strike for QTF days .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
"While mediation is ongoing, workers have decided to strike for three days from 21 December.",0,0,0,"While NOUN is ongoing NOUN have decided to strike for QTF days from 21 December .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"This period spans three of the busiest days in the airline annual calendar. ",0,0,0,"NOUN SVB QTF of the busiest days in NOUN NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
"On 21 December alone, Air New Zealand has close to 42,000 customers booked to travel domestically on its A320 jets and internationally faced potential flight cancellations.",1,1,1,"On 21 December alone , LOCATION has close to QTF NOUN booked to SVB on NOUN and internationally faced NOUN .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0
"The airline accused just under 1000 engineers of deliberately using Kiwi families' much anticipated Christmas holidays as a bargaining chip.",0,0,0,"NOUN accused just under QTF NOUN of deliberately using Kiwi NOUN ' much anticipated Christmas NOUN as NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
"The airline detailed the average income of maintenance engineers, logistics and other staff to strike — $115,000 – angering unions who accused it of taking an unnecessarily aggressive approach.",0,0,0,"NOUN detailed NOUN of NOUN NOUN to strike -- $ 115,000 -- angering NOUN who accused it of taking an unnecessarily NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"At this stage, Air New Zealand has not yet announced any cancellations or postponements of flights.",0,0,0,"At NOUN LOCATION has not yet NOUN of NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
"Today engineers and Air New Zealand will enter a third day of mediation with the aim of resolving the issues at hand.",0,0,0,"Today NOUN and LOCATION SVB a third day of NOUN with NOUN of resolving NOUN at NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0
"Thomas was originally concerned about the impact a single day of striking might have on the days that followed, and a full three-day strike now ups the ante.",0,0,0,"PERSON was originally concerned about NOUN a single day of striking might have on the days that SVB , and NOUN now NOUN NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0
"Those affected included line and hangar engineers, but also store workers and aircraft cleaners, who were covered by the same document and ''who were struggling to get ahead, Savage said.",0,0,0,"Those affected LCS engineers , but also GNN GNN NOUN , who were covered by NOUN who were struggling to get ahead , PERSON said .",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,2
"A French man's attempt to swim across the Pacific Ocean may be over for now, but his campaign to warn the world about the dangers of plastic pollution in the ocean continues.",1,1,1,"NOUN 's NOUN to swim across LOCATION may be over for now , but NOUN to warn GNN about NOUN of NOUN in GNN",0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,1,0,0,2
"Benoît Ben Lecomte stepped on a beach on Oahu, Hawaii, on Monday, a little more than six months after he first entered the water in Japan in his attempt to swim across the ocean to San Francisco.",1,1,1,"PERSON SVB on GNN on LOCATION , on Monday , a little more than QTF months after he SVB GNN in LOCATION in NOUN to swim across GNN to LOCATION .",1,0,2,0,0,0,0,0,3,5,0,0,0,2,1,0,1,1,3,0,0,3
"Bad weather forced Lecomte and a support boat (a yacht called Discoverer, which has researchers and support crew on board) traveling with him to make the stop in the Aloha State.",1,1,1,"NOUN forced PERSON and GNN -LRB- NOUN called NOUN , which has GNN NOUN on NOUN -RRB- SVB with him to make GNN in LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,0,0,1,1,0,0,3
"Late last month Lecomte said he had abandoned his goal of becoming the first person to swim the Pacific Ocean, but reaching San Francisco still remains his ultimate goal, he told CNN affiliate KHON. ",1,1,1,"Late last month PERSON said he had abandoned NOUN of becoming GNN to swim LOCATION , but SVB LOCATION still remains NOUN he told ORG NOUN ORG .",1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,2,1
"That also means the main mission of Lecomte and his crew -- researching the effects of plastics in the ocean and raising awareness about it -- is still on track.",0,1,0,"That also means NOUN of PERSON and NOUN researching NOUN of NOUN in GNN NOUN about it -- is still on GNN",0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,1,0,0,0,2
"Lecomte, 51, and his support crew said they encountered a lot of plastic trash in the Pacific.",1,1,1,"PERSON , QTF , and GNN NOUN said they encountered GNN of NOUN in LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,1,0,0,2
"At times during his watery journey Lecomte told KHON he saw one piece of plastic about every three minutes. ",0,0,0,"At NOUN during NOUN PERSON told ORG he saw QTF NOUN of NOUN about QTF minutes .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,0
"Lecomte, the associate director of sustainability services at a consulting firm, and the crew of Discoverer set off June 5 from Chōshi, Japan.",1,1,1,"PERSON , the associate director of NOUN GNN at NOUN , and NOUN of NOUN set off June 5 from LOCATION .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,0,1
"But Lecomte and the crew encountered a series of bad weather systems in November, forcing them to abandon the record swim attempt.",0,0,0,"But PERSON and NOUN encountered NOUN of NOUN GNN in November , forcing them to abandon NOUN swim NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1
"We had very bad weather along the way. ",0,1,0,"We had very NOUN along NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Lecomte begins his swim across the Pacific from Choshi, Japan, surrounded by his children.",1,1,1,"PERSON SVB his swim across LOCATION from LOCATION , SVB by NOUN",0,0,0,1,0,0,0,0,1,2,0,0,0,2,1,0,0,1,2,0,0,0
"Researchers from 12 scientific institutions, including NASA and the Woods Hole Oceanographic Institution, have been conducting studies and gathering samples during Lecomte's journey",0,0,0,"GNN from QTF GNN including ORG and ORG , have been conducting NOUN and gathering NOUN during PERSON 's NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,2
" It will carry on with the same ideas, bringing as much awareness on ocean pollution, on plastic, to try to inspire people to change their habit, he said.",0,0,0,"It will carry on with NOUN bringing as NOUN on GNN NOUN , on NOUN , to try to inspire NOUN to change NOUN he said .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,1
"An ancient statue of the Roman deity Minerva was discovered in a margarine tub, where it had been languishing for years.",0,1,0,"NOUN of MISC NOUN PERSON was discovered in NOUN , where it had been languishing for years .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0
"The Romano-British piece was brought to attention by amateur metal detectorist Len Jackman, 66, who was visiting a local farmer in rural Oxfordshire. ",1,1,1,"NOUN was brought to NOUN by NOUN PERSON , QTF , who SVB a local farmer in rural LOCATION .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,0
"When Jackman sought permission to detect on his land, the farmer told him he was not the first to do so.",0,1,0,"When PERSON sought NOUN to detect on GNN the farmer told him he was not the first to do so .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"He then produced this statue out of an old margarine box, saying it was found on his land.",0,1,0,"He then produced NOUN out of NOUN , saying it SVB on GNN",0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1
"As an experienced detectorist, Jackman guessed that the statue -- which shared the box with some gold coins -- was Roman.",0,0,0,"As NOUN PERSON guessed that NOUN which shared NOUN with NOUN was MISC .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0
"I told him I would take what I'd found to be identified and dated at the Museum Resource Centre in Standlake and he said if I was going I should take the stuff from the margarine tub.",1,1,1,"I told him I would take what I SVB to be identified and dated at LOCATION in LOCATION and he said if I SVB I should take NOUN from NOUN .",0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,2,0,0,0
" I said, 'I think you'll be getting a phone call!",0,0,0,"I said , ` I think you 'll be getting NOUN !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Fortunately, Jackman recognized the significance of the lead and copper alloy statuette and took it to be assessed -- together with the other items he had uncovered.",0,0,0,"Fortunately , PERSON recognized NOUN of NOUN and took it to be assessed -- together with NOUN he had uncovered .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
"On Tuesday morning Jackman was invited to the British Museum in London, where the statue was introduced by arts minister Michael Ellis, as he presented the Portable Antiquities Annual report for 2017.",1,1,1,"On Tuesday morning PERSON was invited to GNN in LOCATION , where NOUN was introduced by NOUN minister PERSON , as he SVB NOUN NOUN for 2017 .",0,1,0,1,0,0,0,0,1,2,0,0,0,1,4,0,0,2,1,0,0,1
"More than nine out of 10 of these items (93 per cent) were found by metal detectorists like Jackman.",0,0,0,"More than QTF out of QTF of NOUN QTF per NOUN -RRB- SVB by NOUN like PERSON .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0
"Coins or items made of gold or silver which are more than 300 years old are defined as treasure. ",0,0,0,"NOUN made of NOUN which are more than 300 years old are defined as NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Often that means that they will travel to the Museum to be examined",1,1,1,"Often that means that they SVB to GNN to be examined",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"The Arctic is experiencing a multi-year stretch of unparalleled warmth that is unlike any period on record.",1,0,0,"PERSON is experiencing NOUN of NOUN that is unlike NOUN on NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
"according to the 2018 Arctic Report Card, a peer-reviewed report released Tuesday morning from the National Oceanic and Atmospheric Administration, an agency within the United States Department of Commerce.",0,0,0,"according to the 2018 PERSON , NOUN released Tuesday morning from ORG and ORG , NOUN within ORG .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0
"The report states that human-caused climate change is transforming the Arctic, both physically through the reduction of sea ice, and biologically through reductions in wildlife populations and introduction of marine toxins and algae.",1,0,0,"NOUN states that NOUN is transforming LOCATION , both physically through NOUN of GNN , and biologically through NOUN in GNN NOUN of NOUN",0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,1,0,0,2
"Temperatures in the Arctic are warming more than twice as fast as the overall planet's average temperature, with temperatures this year in the highest latitudes (above 60 degrees north) coming in 1.7 degrees Celsius (3.1 degrees Fahrenheit) above the 1981-2010 average. ",1,0,0,"NOUN in LOCATION are warming more than twice as fast as NOUN 's NOUN with NOUN this year in NOUN above QTF NOUN -RRB- SVB in QTF NOUN MISC -LRB- QTF NOUN -RRB- above the 1981-2010 NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,0,3,0,1,1,0,0
"These were the second warmest (behind 2016) air temperatures ever recorded during the Arctic year, which runs from October through September to avoid splitting the winter season.",0,0,0,"These were NOUN behind NOUN ever recorded during MISC year , which SVB from October through September to SVB NOUN the winter GNN",0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1
"The five years since 2014 have been warmer than any other years in the historical record, which goes back to 1900.",0,0,0,"QTF years since 2014 have been warmer than QTF years in NOUN which SVB to 1900 .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
"Although Arctic temperatures have been subject to wild swings back and forth through the decades due to natural variability, they have been consistently warmer than average since 2000 and at or near record since 2014, the report states.",0,0,0,"Although MISC NOUN have been subject to LCS through the decades due to NOUN they have been consistently warmer than average since NOUN since 2014 , NOUN GNN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,1
"Warmer temperatures lead to less ice and snow, which means less sunlight is reflected and more is absorbed by the darker oceans.",0,0,0,"NOUN lead to GNN which means NOUN is reflected and more is absorbed by GNN",0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
"This warms the ocean further, which in turn decreases the sea ice even more.",0,0,0,"This warms GNN further , which in NOUN decreases GNN even more .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"The warming of the Arctic climate and the decline of sea ice have led to some drastic changes in the biodiversity of the region.",0,0,0,"NOUN of MISC NOUN and NOUN of GNN have led to NOUN in NOUN of GNN",0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,1,0,2
"This map highlights the location and kind of toxins found in marine animal species from 2004 to 2013 in the Alaskan Arctic.",1,1,1,"NOUN highlights NOUN of NOUN SVB in NOUN from 2004 to 2013 in MISC .",0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0
"A Russian map company has inadvertently revealed secret foreign military bases — by blurring them out.",1,1,1,"NOUN has inadvertently revealed NOUN by blurring them out .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Yandex Maps, Russia's answer to Google Maps, obscured the locations of 300 sites – some of them top secret nuclear facilities – in Israel and Turkey.",1,1,1,"ORG , LOCATION 's NOUN to ORG , obscured NOUN of QTF GNN -- some of them GNN in LOCATION and LOCATION .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,3,0,2,2
"But by doing so the company confirmed their locations, as well as their exact size and layout.",0,0,0,"But by doing so NOUN confirmed NOUN well as GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"The buildings include airfields, ports, bunkers, storage sites, bases, barracks, nuclear facilities and random buildings.",1,1,1,"GNN GNN GNN GNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Camp Glilot, north of Tel Aviv, the home of Unit 8200, the signal intelligence and code deciphering arm of the Israeli Defence Forces is also one of the sites revealed.",1,1,1,"GNN NOUN of LOCATION , GNN of NOUN QTF , GNN NOUN deciphering NOUN of ORG is also QTF of GNN revealed .",0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,2,0,1,0,1,4
"Yandex did not return a request for comment.",0,0,0,"PERSON did not NOUN for NOUN .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"German freelance journalist Billy Six has circled the globe with a hand-held video camera asking people living through wars and strife to tell their stories.",1,1,1,"NOUN journalist PERSON SVB NOUN with NOUN asking NOUN SVB through NOUN to tell NOUN",0,1,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,1,0,0,0,0
"But when he turned his lens to Venezuela, documenting the economic collapse and mass migration from the socialist country, he wounded up in jail on charges that his family says include spying — accusations they reject as 0.",1,1,1,"But when he turned NOUN to LOCATION , documenting NOUN from GNN he wounded up in NOUN on NOUN that NOUN says include spying NOUN they reject as QTF .",0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,1,0,1,0,0,1
"He just was on the street.",1,1,1,"He just was on GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"He asked them questions and put that on the internet.",0,1,0,"He asked them NOUN and put that on NOUN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"so far they have been unable to visit the 31-year-old in the infamous Helicoide prison in Caracas where he's being held alongside some of the government's most strident opponents.",1,1,1,"so far they have been unable to SVB the 31-year-old in NOUN GNN in LOCATION where he SVB alongside some of NOUN 's most NOUN",0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,1,0,0,1
"While Maduro's government has little tolerance for critical coverage by local press, foreign journalists who cross officials are usually spared the same harsh treatment.",0,0,0,"While PERSON 's NOUN has NOUN for NOUN by local NOUN who SVB NOUN are usually spared GNN",0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1
"Six didn't have his passport on hand, so officers escorted him to his hotel for questioning, according to his father, who declined to say how he knows details of his son's plight.",1,1,1,"QTF did n't NOUN on NOUN , so GNN escorted him to GNN for questioning , according to NOUN who declined to say how he knows NOUN of NOUN 's NOUN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,2
"The next day, a team of 15 officers — two in civilian clothes and others heavily armed in special forces gear — scooped him up from his hotel. ",1,1,1,"The next day , NOUN of QTF GNN -- QTF in NOUN heavily armed in NOUN -- scooped him up from GNN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,2
